"list_id","title (headline from sites)","title_name (parsed title)","year","make","modelname","modelnameq","modelno","modelnoq","deeplink"
"212289","Helicopter Enstrom 280C","Enstrom F-280C","1977","Enstrom",,,"F-280","F-280C","www.aviationclassifieds.com/1977-Enstrom-F-280-for-sale/212289"
"212290","2003 Eurocopter EC130B4 for Sale","Eurocopter EC 130-B4","2003","Eurocopter",,,"EC 130","EC 130-B4","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-130-B4/212290"
"212323","SNJ FOR SALE","North American T-6/SNJ-5 Texan","1941","North American","Texan",,"T-6","T-6/SNJ-5","www.globalplanesearch.com/listing/aircraft-for-sale/North-American-AT-6-SNJ-5/212323"
"212324","1/10 share Cessna 172 180 HP based at Biggin Hill","Cessna 172H","1972","Cessna",,,"172","172H","www.globalplanesearch.com/listing/aircraft-for-share/Cessna-172H/212324"
"212371","Stearman, Waco, Cub Restorations our Specialty","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/Stearman-Waco-Cub-Restorations-our-Specialty/212371"
"212386","2006 ROBINSON R44 RAVEN II","Robinson R-44 Raven II","2006","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-44/212386"
"212387","1968 HUGHES TH-55A OSAGE","Hughes 269A/TH-55A","1968","Hughes",,,"269","269A/TH-55A","www.globalplanesearch.com/listing/aircraft-for-sale/Hughes-269A-TH-55A/212387"
"212388","1977 CESSNA 182Q SKYLANE","Cessna 182Q Skylane","1977","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/212388"
"212389",,"Beech Bonanza","1981","Beech","Bonanza",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Bonanza/212389"
"212390","2005 Cirrus SR22 GTS","Cirrus SR-22G2 GTS","2005","Cirrus",,,"SR-22","SR-22G2 GTS","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G2-GTS/212390"
"212391",,"Cirrus SR-22G3 GTS Turbo","2008","Cirrus",,,"SR-22","SR-22G3 GTS Turbo","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G3-GTS-Turbo/212391"
"212392","2009 Diamond DA42 L360 Twin Star","Diamond Aircraft DA42 L360 TwinStar","2009","Diamond Aircraft","Star",,"DA42","DA42 L360","www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA42-L360/212392"
"212393","1978 BEECHCRAFT C24R SIERRA 200","Beech C24R Sierra 200","1978","Beech","Sierra",,"24","C24R","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-C24R/212393"
"212394","1942 BOEING STEARMAN MODEL 75","Stearman","1942","Stearman",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Stearman-75/212394"
"212395","1972 CESSNA 421B GOLDEN EAGLE","Cessna 421B Golden Eagle","1972","Cessna","Golden Eagle",,"421","421B","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-421B/212395"
"212396",,"Cessna 182Q Skylane","1978","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/212396"
"212501",,"Beech 95-B55 Baron","1973","Beech","Baron",,,"95-B55","www.aviationclassifieds.com/1973-Beech-95-B55-for-sale/212501"
"212502","Ecureuil","Eurocopter AS 350B3e Ecureuil","2017","Eurocopter","Ecureuil",,"AS 350","AS 350B3e","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3e/212502"
"212503","Challenger Estate Barn Find- Complete, Runs, No Registration","Quad City Challenger II","2002","Quad City",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Challenger-Estate-Barn-Find-Complete-Runs-No-Registration/212503"
"212504","Firefighting equipment","Mil MI-171","2015","Mil",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Firefighting-equipment/212504"
"212505","Firefighting equipment for KA32A11BC","Kamov Ka-32","2015","Kamov",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Firefighting-equipment-for-KA32A11BC/212505"
"212506","Module Medical Helicopter.","Mil MI-8","2015","Mil",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Module-Medical-Helicopter/212506"
"212507","Module Medical Helicopter.","Kazan Helicopters Ansat","2015","Kazan Helicopters",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Module-Medical-Helicopter/212507"
"212508","MI-26T, MI-17, MI-8-MTV, MI-171. Overhaul for the helicopter","No make","2016","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/MI-17-MI-8-MTV-mi-171-Overhaul-for-the-helicopter/212508"
"212509","HANGER COMPLEX INVESTMENT","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-real-estate/HANGER-COMPLEX-INVESTMENT/212509"
"212510","1975 Cessna 172M","Cessna 172M","1975","Cessna",,,"172","172M","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172M/212510"
"212511","1975 Cessna 172M","Cessna 172M","1975","Cessna",,,"172","172M","www.aviationclassifieds.com/1975-Cessna-172M-for-sale/212511"
"212580",,"Eurocopter EC 135T2+","2009","Eurocopter",,,"EC 135","EC 135T2+","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-135T2/212580"
"212581",,"Eurocopter AS 350B3 Ecureuil","2014","Eurocopter","Ecureuil",,"AS 350","AS 350B3","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3/212581"
"212582",,"Agusta A109K II","1996","Agusta",,,"A109","A109K II","www.globalplanesearch.com/listing/aircraft-for-sale/Agusta-A109K-II/212582"
"212583",,"Eurocopter AS 350BA Ecureuil","1979","Eurocopter","Ecureuil",,"AS 350","AS 350BA","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350BA/212583"
"212584","Bombardier Canadair Regional Jet CRJ200ER For Sale","Bombardier CRJ-200ER","2001","Bombardier",,,"CRJ","CRJ-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-200ER/212584"
"212585","Bombardier Challenger 850 For Sale","Bombardier Challenger 850","2007","Bombardier","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-850/212585"
"212586","Bombardier CRJ-100LR For Sale","Bombardier CRJ-100LR","1999","Bombardier",,,"CRJ","CRJ-100LR","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-100LR/212586"
"212587","Bombardier CRJ-100LR For Sale","Bombardier CRJ-100LR","1999","Bombardier",,,"CRJ","CRJ-100LR","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-100LR/212587"
"212588","Bombardier CJR-200ER For Sale","Bombardier CRJ-200ER","2001","Bombardier",,,"CRJ","CRJ-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-200ER/212588"
"212589","Embraer 120 Brasilia For Sale","Embraer EMB-120 Brasilia","1991","Embraer","Brasilia",,"EMB-120",,"www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-EMB-120/212589"
"212590",,"3I","1999","3I",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/3I/212590"
"212591",,"3I 1450L","1999","3I",,,"1450L",,"www.globalplanesearch.com/listing/aircraft-for-sale/3I-1450L/212591"
"212592","kannad 406 AP E.L.T.","Comco Ikarus",,"Comco Ikarus",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/kannad-406-AP-ELT/212592"
"212593","EAM T-9 single tube type II life raft","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/EAM-T-9-single-tube-type-II-life-raft/212593"
"212637","Robinson R22 Beta","Robinson R-22 Beta","1995","Robinson","Beta",,"R-22",,"www.aviatorshotline.com/aircraft/piston-helicopters/robinson-r22-beta-0"
"212690","Lease. Multipurpose helicopter Mil-2","No make","1990","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/Lease-Multipurpose-helicopter-Mil-2/212690"
"212691","LEASE. Helicopter Mil-8T","No make","1990","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/LEASE-Helicopter-Mil-8T/212691"
"212692","LEASE. Helicopter Mil-8-MTV.","No make","1993","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/LEASE-Helicopter-Mil-8-MTV/212692"
"212693","LEASE. Ka-32A multipurpose helicopter","No make","1992","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/LEASE-Ka-32A-multipurpose-helicopter/212693"
"212694","LEASE. Airplane An-2.","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/LEASE-Airplane-An-2/212694"
"212695","JOB WANTED FOR YAK-42D /120Y OR CARGO/","No make","1988","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-wanted/JOB-WANTED-FOR-YAK-42D-120Y-OR-CARGO-/212695"
"212696","New England Mobile Maintenance","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/New-England-Mobile-Maintenance/212696"
"212740","GTD-350 turbina engine","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/GTD-350-turbina-engine/212740"
"212741","One of the Best Fuji FA 200 180 VP","Fuji FA-200-180","1974","Fuji",,,"FA-200","FA-200-180","www.globalplanesearch.com/listing/aircraft-for-sale/Fuji-FA-200-180/212741"
"212742","Grand caravan, Blackhawk XP-42A, 850 hp","Cessna 208B Grand Caravan","1997","Cessna","Caravan",,"208","208B","www.aviationclassifieds.com/1997-Cessna-208B-for-sale/212742"
"212743","1953 ex-Military DHC-2 Beaver","de Havilland DHC-2 Beaver","1953","de Havilland","Beaver",,"DHC-2",,"www.globalplanesearch.com/listing/aircraft-for-sale/de-Havilland-DHC-2/212743"
"212767","Edge 540-T (ATT 270)","Zivko 540T Edge","2007","Zivko","Edge",,"540T",,"www.globalplanesearch.com/listing/aircraft-for-sale/Zivko-540T/212767"
"212768","2014 Van's RV-12 SLSA","Vans RV-12","2014","Vans",,,"RV-12",,"www.globalplanesearch.com/listing/aircraft-for-sale/Vans-RV-12/212768"
"212769","2008 Cessna T182T Skylane","Cessna 182T Turbo Skylane","2008","Cessna","Skylane",,"182","182T","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182T/212769"
"212770","2007 Cirrus SR22 G3 GTS-X","Cirrus SR-22G3 GTS X-Edition","2007","Cirrus","X-Edition",,"SR-22","SR-22G3 GTS","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G3-GTS/212770"
"212771",,"Cirrus SR-22G2 GTS","2005","Cirrus",,,"SR-22","SR-22G2 GTS","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G2-GTS/212771"
"212772","2005 Cessna 172S Skyhawk","Cessna 172S Skyhawk","2005","Cessna","Skyhawk",,"172","172S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172S/212772"
"212773","Skylane","Cessna 182T Skylane","2001","Cessna","Skylane",,"182","182T","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182T/212773"
"212774","2000 Cessna 172S Skyhawk","Cessna 172S Skyhawk","2000","Cessna","Skyhawk",,"172","172S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172S/212774"
"212775",,"Piper PA-28-181 Archer III","1999","Piper","Archer",,"PA-28","PA-28-181","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Archer-III/212775"
"212776","A36 Bonanza","Beech A36 Bonanza","1984","Beech","Bonanza",,,"A36","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Bonanza/212776"
"212777","STAR","Diamond Aircraft DA40 Star","2004","Diamond Aircraft","Star",,"DA40",,"www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA40/212777"
"212778",,"Piper PA-28-236 Dakota","1980","Piper","Cherokee",,"PA-28","PA-28-236","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Dakota/212778"
"212779",,"Liberty Aerospace XL-2","2006","Liberty Aerospace",,,"XL-2",,"www.globalplanesearch.com/listing/aircraft-for-sale/Liberty-Aerospace-XL-2/212779"
"212780","Beechcraft B58 Baron","Beech 58 Baron","1998","Beech","Baron",,,"58","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Baron/212780"
"212810","CESSNA CITATION 501 SP BUSINESS JET","Cessna 501 Citation I/SP","1983","Cessna","Citation",,,"501","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-I-SP/212810"
"212893","2015 Piper Meridian For Sale","Piper PA-46-500TP Malibu Meridian","2015","Piper","Malibu",,"PA-46","PA-46-500TP","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Malibu-Meridian/212893"
"212894",,"3I","1999","3I",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/3I/212894"
"212895",,"Learjet 60","1999","Learjet",,,"60",,"www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-60/212895"
"212896","Pazmany PL-2 160hp","Pazmany PL-2","1981","Pazmany",,,"PL-2",,"www.aviationclassifieds.com/1981-Pazmany-PL-2-for-sale/212896"
"212897",,"Cessna 310-I","1967","Cessna",,,,,"www.aviationclassifieds.com/1967-Cessna-310-I-for-sale/212897"
"212898","McCuauley propeller 3 blade constant speed","No make","2010","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/propeller-3-blade-constant-speed/212898"
"212954","READY FOR A NEW HOME!","Grumman AA5A Cheetah","1974","Grumman","Cheetah",,"AA5","AA5A","www.aviationclassifieds.com/1974-Grumman-AA5A-for-sale/212954"
"212955","Bucker T-131 PA Jungmann","Bucker Jungmann","1998","Bucker","Jungmann",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bucker-Bü-131/212955"
"213030","120' x 80' hangar at FFZ","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-real-estate/120-x-80-hangar-at-FFZ/213030"
"213076","AERIAL SURVEY MODIFIED","Britten Norman BN2A-20 Islander","1976","Britten Norman","Islander",,"BN2","BN2A-20","www.globalplanesearch.com/listing/aircraft-for-sale/Britten-Norman-BN2A-20/213076"
"213077","AERIAL SURVEY MODIFIED","Beech B200 King Air","1987","Beech","King Air",,"200","B200","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-B200/213077"
"213111",,"Robinson R-22 Beta","2016","Robinson","Beta",,"R-22",,"flightplanet.com/helicopter-for-sale/robinson/r-22-beta__16211.php"
"213128","Garmin GTN-750","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/Garmin-GTN-750/213128"
"213129","2012 - 2013 Airbus A330-300 Aircraft for sale","Airbus A330-300","2013","Airbus",,,"A330","A330-300","www.globalplanesearch.com/listing/aircraft-for-sale/Airbus-A330-300/213129"
"213189","THE BEST SAAB340B on the market","Saab 340B","1991","Saab",,,"340","340B","www.aviationclassifieds.com/1991-Saab-340B-for-acmi-lease/213189"
"213190",,"3I 1450L","1999","3I",,,"1450L",,"www.globalplanesearch.com/listing/aircraft-for-sale/3I-1450L/213190"
"213191","Immaculate 1955 de Havilland Beaver","de Havilland DHC-2 Mk.I Beaver","1955","de Havilland","Beaver",,"DHC-2","DHC-2 Mk.I","www.globalplanesearch.com/listing/aircraft-for-sale/de-Havilland-DHC-2-MkI/213191"
"213192","Bright Work Blue Polish – 16 Ounce","No make","2013","No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/Bright-Work-Blue-Polish--16-Ounce/213192"
"213256","PT6A-42 Engine Available!","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/PT6A-42-Engine-Available/213256"
"213257","PT6A-42 Engine Available!","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/PT6A-42-Engine-Available/213257"
"213258","PW530A Engine Available!","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/PW530A-Engine-Available/213258"
"213259","PW118 Engine Available!","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/PW118-Engine-Available/213259"
"213260","TFE731-2-2B Engine Available!","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/TFE731-2-2B-Engine-Available/213260"
"213261","1977 CESSNA 182Q SKYLANE","Cessna 182Q Skylane","1977","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/213261"
"213262","1978 Cessna 182Q","Cessna 182Q Skylane","1978","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/213262"
"213263","Bonanza 36","Beech 36 Bonanza","1981","Beech","Bonanza",,,"36","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Bonanza/213263"
"213264","2008 Challenger 300","Bombardier Challenger 300","2008","Bombardier","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-300/213264"
"213265",,"Cirrus SR-22G3 GTS Turbo","2008","Cirrus",,,"SR-22","SR-22G3 GTS Turbo","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G3-GTS-Turbo/213265"
"213266","R44 RAVEN II","Robinson R-44 Raven II","2006","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/213266"
"213267","1942 BOEING STEARMAN MODEL 75","Stearman","1942","Stearman",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Stearman-75/213267"
"213268","1968 HUGHES TH-55A OSAGE","Hughes 269A/TH-55A","1968","Hughes",,,"269","269A/TH-55A","www.globalplanesearch.com/listing/aircraft-for-sale/Hughes-269-TH-55/213268"
"213269",,"Piper PA-32R-300 Lance","1977","Piper","Lance",,"PA-32","PA-32R-300","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Lance/213269"
"213270","2008 Beechcraft King Air C90GTi(x)","Beech C90GTi King Air","2008","Beech","King Air",,"90","C90GTi","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-King-Air/213270"
"213271","STAR","Diamond Aircraft DA40 Star","2004","Diamond Aircraft","Star",,"DA40",,"www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA40/213271"
"213272",,"Cessna T182T Turbo Skylane","2001","Cessna","Skylane",,"182","T182T","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-T182T/213272"
"213273","172RG Cutlass","Cessna 172 Cutlass RG","1981","Cessna","Cutlass",,"172",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172/213273"
"213274",,"Bell 206L3 LongRanger III","1989","Bell","LongRanger",,"206","206L3","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-206L3/213274"
"213309","Super Stinson 108-3 225HP - Metalized !","Stinson 108-3 Super Stinson","1948","Stinson","Super Stinson",,"108","108-3","www.globalplanesearch.com/listing/aircraft-for-sale/Stinson-108-3/213309"
"213389",,"Casa CN-212-200","1988","Casa",,,"CN-212","CN-212-200","www.globalplanesearch.com/listing/aircraft-for-sale/Casa-CN-212-200/213389"
"213390","King KT76 Transponder","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/King-KT76-Transponder/213390"
"213391","Boeing 777 for ACMI-Wet lease or full charter","Boeing 777-222ER","1997","Boeing",,,"777","777-222ER","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-777-222ER/213391"
"213392","Boeing 747-400 for ACMI-WET LEASE AND CHARTER","Boeing 747-400","1998","Boeing",,,"747","747-400","www.globalplanesearch.com/listing/aircraft-for-lease/Boeing-747-400/213392"
"213431","Pilatus PC-12/45 Commuter","Pilatus PC-12/45","1999","Pilatus",,,"PC-12","PC-12/45","www.globalplanesearch.com/listing/aircraft-for-sale/Pilatus-PC-12-45/213431"
"213432","100% Professionally flown. Many STC's including lead acid batteries, Lifeport Stretcher STC, Single-Pilot Cargo STC (NOT operated as cargo), Emergency Power STC, etc. Current Transport Canada Approved Mx Schedule MSA-Q0764 and Pilatus Progressive MTCE Pro","Pilatus PC-12/45","1999","Pilatus",,,"PC-12","PC-12/45","www.globalplanesearch.com/listing/aircraft-for-sale/Pilatus-PC-12-45/213432"
"213483","Free Transponder Certification","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/Free-Transponder-Certification/213483"
"213484","2008 G3 with upgrades","Cirrus SR-20G3","2008","Cirrus",,,"SR-20","SR-20G3","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-20G3/213484"
"213485","Zorb Ball Bubble Soccer Human Hamster Water Roller Ball","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/Zorb-Ball-Bubble-Soccer-Human-Hamster-Water-Roller-Ball/213485"
"213486",,"Eurocopter AS 350B3 Ecureuil","2009","Eurocopter","Ecureuil",,"AS 350","AS 350B3","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3/213486"
"213487",,"Cessna 182Q Skylane","1977","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/213487"
"213488","1942 BOEING STEARMAN MODEL 75","Stearman","1942","Stearman",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Stearman-75/213488"
"213489","1985 Augusta bell jet ranger b3","Bell 206B3 JetRanger III","1985","Bell","JetRanger",,"206","206B3","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-JetRanger-III/213489"
"213490","2006 ROBINSON R44 RAVEN II","Robinson R-44 Raven II","2006","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/213490"
"213491","1992 MOONEY M20J MSE","Mooney M20J","1992","Mooney",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20J/213491"
"213492","King Air 350 For Sale","Beech 300 King Air","2005","Beech","King Air",,"300",,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-300/213492"
"213493","Updated avionics, corrosion-free","Cessna 182N Skylane","1971","Cessna","Skylane",,"182","182N","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182N/213493"
"213494",,"Airmark","2000","Airmark",,,,,"www.globalplanesearch.com/listing/aircraft-for-acmi-lease/Airmark/213494"
"213495","1993 Challenger 601-3R for Sale","Bombardier CL-601-3R Challenger 601","1993","Bombardier","Challenger",,"CL-601","CL-601-3R","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-601/213495"
"213496",,"3I","2000","3I",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/3I/213496"
"213497","2007 Cirrus SR22 G2 GTS","Cirrus SR-22G2 GTS","2007","Cirrus",,,"SR-22","SR-22G2 GTS","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G2-GTS/213497"
"213498","2005 Hawker 800XP For Sale","Hawker Siddeley 125-800XP","2005","Hawker Siddeley",,,"125","125-800XP","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-125-800XP/213498"
"213499","2009 Global 5000","Bombardier Global 5000","2009","Bombardier","Global 5000",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Global-5000/213499"
"213500","1981 Cessna 172RG Cutlass","Cessna 172 Cutlass RG","1981","Cessna","Cutlass",,"172",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172/213500"
"213501",,"Diamond Aircraft DA40 Star","2004","Diamond Aircraft","Star",,"DA40",,"www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA40/213501"
"213625","2007 Cessna 172SP","Cessna 172S Skyhawk SP","2007","Cessna","Skyhawk",,"172","172S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172/213625"
"213626","1999 Cessna 172R Skyhawk","Cessna 172R","1999","Cessna",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172R/213626"
"213627",,"Diamond Aircraft DA40 Star","2004","Diamond Aircraft","Star",,"DA40",,"www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA40/213627"
"213628",,"Cessna 182Q Skylane","1977","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/213628"
"213668","Vendita CH 7 ciarly due","Heli Sport CH-7","2007","Heli Sport",,,"CH-7",,"www.globalplanesearch.com/listing/aircraft-for-sale/Heli-Sport-CH-7/213668"
"213669","G-HAMM is one of the Yak 50 aircraft used by the Aerostars Formation Aerobatic team from 2001 until 2015. Performed at all of the major UK and European air shows.","Yakovlev YAK-50","1983","Yakovlev",,,"YAK-50",,"www.globalplanesearch.com/listing/aircraft-for-sale/Yakovlev-YAK-50/213669"
"213670","Boeing 777-200ER for Sale or Lease","Boeing 777-200ER","2004","Boeing",,,"777","777-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-777-200ER/213670"
"213671","Very Nice Mooney 201 With SMOH 179, Garmin 530W, Garmin SL-30 Nav/Com W/GS, recent paint, Fresh Annual.","Mooney M20J 201","1982","Mooney",,,"M20","M20J 201","www.aviationclassifieds.com/1982-Mooney-M20J-201-for-sale/213671"
"213672","Classic Cardinal IFR cert","Cessna 177B Cardinal","1973","Cessna","Cardinal",,"177","177B","www.aviationclassifieds.com/1973-Cessna-177B-for-sale/213672"
"213673",,"Fairchild Swearingen SA227-AT Merlin IVA","1974","Fairchild Swearingen","Merlin",,"SA227","SA227-AT","www.globalplanesearch.com/listing/aircraft-for-sale/Fairchild-Swearingen-Merlin-IVA/213673"
"213674",,"Cirrus SR-22G2","2005","Cirrus",,,"SR-22","SR-22G2","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G2/213674"
"213675",,"Mooney M20J","1992","Mooney",,,"M20","M20J","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20J/213675"
"213805",,"Lancair IV-P","1998","Lancair",,,"IV","IV-P","www.aviationclassifieds.com/1998-Lancair-IV-P-for-sale/213805"
"213806",,"Cessna 172S","2007","Cessna",,,"172","172S","www.aviationclassifieds.com/2007-Cessna-172S-for-sale/213806"
"213807","2014 Bell 412EP For Sale or Lease","Bell 412EP","2014","Bell",,,"412","412EP","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-412EP/213807"
"213808","Boeing 747-400 for Sale or Lease","Boeing 737-400","1998","Boeing",,,"737","737-400","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-737-400/213808"
"213809","Boeing 777-200ER for Dry lease","Boeing 777-200ER","1997","Boeing",,,"777","777-200ER","www.globalplanesearch.com/listing/aircraft-for-lease/Boeing-777-200ER/213809"
"213896","dual hatch -AERIAL SURVEY MODIFIED","Aero Commander 500S Shrike","1975","Aero Commander","Shrike",,"500","500S","www.globalplanesearch.com/listing/aircraft-for-sale/Aero-Commander-500S/213896"
"213929",,"Cessna 421C","1978","Cessna",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-421C/213929"
"213930","2006 ROBINSON R44 RAVEN II","Robinson R-44 Raven II","2006","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/213930"
"213931","1968 HUGHES TH-55A OSAGE","Hughes 269A/TH-55A","1968","Hughes",,,"269","269A/TH-55A","www.globalplanesearch.com/listing/aircraft-for-sale/Hughes-269A-TH-55A/213931"
